Log data created at: Sunday, March 12, 2017 20:48:58
Score: 	 Turn: 	 	 Genes: 
40 	 	 140 	 	 RunAwayFromGhost1, GoSameDirection, GoStraight, 
40 	 	 218 	 	 GoWhereFoodIs, RunAwayFromGhost2, 
40 	 	 140 	 	 RunAwayFromGhost2, GoSameDirection, GoStraight, 
40 	 	 140 	 	 RunAwayFromGhost1, GoSameDirection, GoStraight, 
40 	 	 242 	 	 GoStraight, 
40 	 	 123 	 	 RunAwayFromGhost1, RunAwayFromGhost2, GoStraight, 
40 	 	 64 	 	 GoSameDirection, 
40 	 	 140 	 	 GoSameDirection, GoStraight, 
40 	 	 278 	 	 RunAwayFromGhost2, GoStraight, 
39 	 	 47 	 	 GoWhereFoodIs, GoSameDirection, 
39 	 	 39 	 	 GoWhereFoodIs, RunAwayFromGhost1, GoSameDirection, 
38 	 	 303 	 	 RunAwayFromGhost1, 
38 	 	 114 	 	 GoWhereFoodIs, RunAwayFromGhost1, RunAwayFromGhost2, GoStraight, 
38 	 	 161 	 	 RunAwayFromGhost1, GoStraight, 
38 	 	 38 	 	 GoWhereFoodIs, RunAwayFromGhost1, 
37 	 	 48 	 	 GoWhereFoodIs, RunAwayFromGhost1, GoSameDirection, GoStraight, 
35 	 	 264 	 	 RunAwayFromGhost1, RunAwayFromGhost2, GoStraight, 
35 	 	 288 	 	 RunAwayFromGhost1, RunAwayFromGhost2, GoStraight, 
34 	 	 144 	 	 RunAwayFromGhost1, RunAwayFromGhost2, GoStraight, 
34 	 	 44 	 	 GoWhereFoodIs, RunAwayFromGhost1, GoSameDirection, GoStraight, 
34 	 	 54 	 	 GoWhereFoodIs, RunAwayFromGhost2, GoStraight, 
34 	 	 50 	 	 GoWhereFoodIs, RunAwayFromGhost1, GoStraight, 
34 	 	 54 	 	 GoWhereFoodIs, RunAwayFromGhost1, GoSameDirection, GoStraight, 
34 	 	 44 	 	 GoWhereFoodIs, RunAwayFromGhost1, GoSameDirection, GoStraight, 
34 	 	 150 	 	 GoStraight, 
34 	 	 44 	 	 GoWhereFoodIs, RunAwayFromGhost1, RunAwayFromGhost2, GoSameDirection, GoStraight, 
31 	 	 168 	 	 RunAwayFromGhost2, GoStraight, 
31 	 	 271 	 	 RunAwayFromGhost2, 
31 	 	 178 	 	 RunAwayFromGhost1, RunAwayFromGhost2, GoStraight, 
30 	 	 149 	 	 GoStraight, 
30 	 	 41 	 	 GoWhereFoodIs, GoSameDirection, 
30 	 	 192 	 	 RunAwayFromGhost1, RunAwayFromGhost2, GoStraight, 
28 	 	 106 	 	 RunAwayFromGhost1, RunAwayFromGhost2, GoStraight, 
28 	 	 28 	 	 GoWhereFoodIs, 
28 	 	 28 	 	 GoWhereFoodIs, RunAwayFromGhost1, GoSameDirection, 
28 	 	 31 	 	 GoWhereFoodIs, RunAwayFromGhost2, 
27 	 	 29 	 	 GoWhereFoodIs, RunAwayFromGhost1, RunAwayFromGhost2, GoSameDirection, 
27 	 	 201 	 	 RunAwayFromGhost2, GoStraight, 
26 	 	 33 	 	 GoWhereFoodIs, RunAwayFromGhost2, 
26 	 	 27 	 	 GoWhereFoodIs, RunAwayFromGhost1, RunAwayFromGhost2, 
26 	 	 78 	 	 RunAwayFromGhost2, GoStraight, 
26 	 	 62 	 	 RunAwayFromGhost1, RunAwayFromGhost2, GoStraight, 
25 	 	 164 	 	 GoStraight, 
25 	 	 214 	 	 RunAwayFromGhost1, RunAwayFromGhost2, GoStraight, 
25 	 	 45 	 	 GoWhereFoodIs, RunAwayFromGhost1, RunAwayFromGhost2, 
25 	 	 60 	 	 RunAwayFromGhost2, GoStraight, 
25 	 	 46 	 	 GoWhereFoodIs, RunAwayFromGhost1, 
25 	 	 37 	 	 GoWhereFoodIs, RunAwayFromGhost1, RunAwayFromGhost2, 
23 	 	 125 	 	 RunAwayFromGhost1, GoStraight, 
23 	 	 56 	 	 RunAwayFromGhost1, GoStraight, 
22 	 	 22 	 	 GoSameDirection, 
21 	 	 21 	 	 GoWhereFoodIs, RunAwayFromGhost1, GoSameDirection, 
21 	 	 21 	 	 GoWhereFoodIs, RunAwayFromGhost2, GoSameDirection, 
21 	 	 21 	 	 RunAwayFromGhost1, GoSameDirection, 
21 	 	 21 	 	 GoWhereFoodIs, RunAwayFromGhost1, GoSameDirection, 
20 	 	 23 	 	 GoSameDirection, 
19 	 	 19 	 	 RunAwayFromGhost2, GoSameDirection, 
19 	 	 19 	 	 RunAwayFromGhost1, RunAwayFromGhost2, GoSameDirection, 
18 	 	 21 	 	 GoWhereFoodIs, RunAwayFromGhost1, RunAwayFromGhost2, GoSameDirection, 
14 	 	 14 	 	 GoWhereFoodIs, RunAwayFromGhost1, 
1 	 	 101 	 	 
1 	 	 101 	 	 
1 	 	 101 	 	 
1 	 	 101 	 	 
1 	 	 101 	 	 
1 	 	 101 	 	 
1 	 	 101 	 	 
1 	 	 101 	 	 
Log ended. 

