New session initialized at: Sunday, March 12, 2017 20:48:13
Generation: 	 Turn: 	 Idle: 	 Score: 	 Exit Status: 
	   89 		  168 	    6 	  117 			 Eaten
	   90 		  221 	   93 	   44 			 Eaten
	   91 		   54 	    0 	   34 			 Eaten
	   92 		  115 	    3 	   87 			 Eaten
	   93 		  414 	  100 	  227 			 Lost
	   94 		  117 	    0 	   81 			 Eaten
	   95 		  106 	   46 	   28 			 Eaten
	   96 		  121 	    3 	  109 			 Eaten
	   97 		   68 	    2 	   63 			 Eaten
	   98 		  445 	  100 	  163 			 Lost
	   99 		  144 	   52 	   34 			 Eaten
	  100 		   19 	    0 	   19 			 Eaten
	  101 		   21 	    0 	   21 			 Eaten
	  102 		  140 	  100 	   40 			 Lost
	  103 		  101 	  100 	    1 			 Lost
	  104 		  274 	   70 	   46 			 Eaten
	  105 		  216 	  100 	   45 			 Lost
	  106 		   21 	    0 	   21 			 Eaten
	  107 		  376 	  100 	  177 			 Lost
	  108 		   48 	    0 	   37 			 Eaten
	  109 		  743 	  100 	  200 			 Lost
	  110 		  157 	  100 	   46 			 Lost
	  111 		   66 	    2 	   64 			 Eaten
	  112 		  101 	  100 	    1 			 Lost
	  113 		  150 	  100 	   34 			 Lost
	  114 		  378 	  100 	   53 			 Lost
	  115 		  153 	   27 	   46 			 Eaten
	  116 		  303 	  100 	   38 			 Lost
	  117 		   64 	    0 	   40 			 Eaten
	  118 		   80 	    0 	   70 			 Eaten
	  119 		  151 	    2 	  125 			 Eaten
	  120 		  534 	  100 	  188 			 Lost
	  121 		   44 	    0 	   34 			 Eaten
	  122 		  114 	   75 	   38 			 Eaten
	  123 		  192 	  100 	   30 			 Lost
	  124 		   61 	    5 	   48 			 Eaten
	  125 		  136 	    6 	  102 			 Eaten
	  126 		   87 	    0 	   70 			 Eaten
	  127 		   38 	    0 	   38 			 Eaten
	  128 		  137 	   10 	  119 			 Eaten
	  129 		  270 	  100 	   47 			 Lost
	  130 		  470 	  100 	   50 			 Lost
	  131 		  805 	  100 	  227 			 Lost
	  132 		  744 	  100 	  205 			 Lost
	  133 		  157 	  100 	   46 			 Lost
	  134 		  321 	  100 	   49 			 Lost
	  135 		  166 	    3 	  101 			 Eaten
	  136 		  497 	  100 	  221 			 Lost
	  137 		  123 	    9 	   40 			 Eaten
	  138 		  470 	  100 	   50 			 Lost
	  139 		  270 	  100 	   47 			 Lost
	  140 		   93 	    0 	   82 			 Eaten
	  141 		  376 	  100 	  136 			 Lost
	  142 		   63 	    0 	   52 			 Eaten
	  143 		   28 	    0 	   28 			 Eaten
	  144 		  179 	  100 	   53 			 Lost
	  145 		  101 	  100 	    1 			 Lost
	  146 		   75 	    0 	   55 			 Eaten
	  147 		   29 	    1 	   27 			 Eaten
	  148 		  548 	  100 	  221 			 Lost
	  149 		  137 	   18 	   43 			 Eaten
	  150 		  609 	  100 	  206 			 Lost
	  151 		  152 	    4 	  127 			 Eaten
	  152 		  218 	  100 	   40 			 Lost
	  153 		  414 	  100 	  164 			 Lost
	  154 		  679 	  100 	  185 			 Lost
	  155 		  100 	    0 	   78 			 Eaten
	  156 		  150 	    0 	   91 			 Eaten
	  157 		  152 	    2 	  133 			 Eaten
	  158 		  158 	    9 	   43 			 Eaten
	  159 		  654 	  100 	  182 			 Lost
	  160 		   23 	    3 	   20 			 Eaten
	  161 		   70 	    0 	   60 			 Eaten
	  162 		  700 	  100 	  217 			 Lost
	  163 		   72 	    0 	   55 			 Eaten
	  164 		   69 	    0 	   43 			 Eaten
	  165 		  299 	  100 	  126 			 Lost
	  166 		  264 	  100 	   35 			 Lost
	  167 		  137 	    0 	  101 			 Eaten
	  168 		  278 	  100 	   40 			 Lost
	  169 		   75 	    0 	   55 			 Eaten
	  170 		  391 	  100 	  136 			 Lost
	  171 		  113 	    9 	   78 			 Eaten
	  172 		  276 	  100 	   54 			 Lost
	  173 		  102 	    0 	   97 			 Eaten
	  174 		  123 	    9 	   75 			 Eaten
	  175 		  140 	  100 	   40 			 Lost
	  176 		   14 	    0 	   14 			 Eaten
	  177 		  303 	  100 	   45 			 Lost
	  178 		  145 	    5 	  117 			 Eaten
	  179 		  157 	  100 	   46 			 Lost
	  180 		   89 	    9 	   70 			 Eaten
	  181 		  149 	  100 	   30 			 Lost
	  182 		   65 	    0 	   56 			 Eaten
	  183 		  353 	  100 	   48 			 Lost
	  184 		   75 	    3 	   55 			 Eaten
	  185 		  704 	  100 	  193 			 Lost
	  186 		  110 	    0 	   70 			 Eaten
	  187 		   28 	    0 	   28 			 Eaten
	  188 		  242 	  100 	   40 			 Lost
	  189 		  547 	  100 	  186 			 Lost
	  190 		   88 	    0 	   73 			 Eaten
	  191 		  102 	   17 	   56 			 Eaten
	  192 		  237 	  100 	   46 			 Lost
	  193 		   45 	    3 	   25 			 Eaten
	  194 		   61 	    5 	   48 			 Eaten
	  195 		  113 	    0 	   75 			 Eaten
	  196 		   46 	    0 	   25 			 Eaten
	  197 		  330 	  100 	  128 			 Lost
	  198 		  334 	  100 	  142 			 Lost
	  199 		   62 	    6 	   47 			 Eaten
	  200 		   89 	    9 	   70 			 Eaten
	  201 		   95 	    4 	   59 			 Eaten
	  202 		  109 	    9 	   78 			 Eaten
	  203 		  177 	    2 	  157 			 Eaten
	  204 		  393 	  100 	  163 			 Lost
	  205 		   44 	    0 	   34 			 Eaten
	  206 		  420 	  100 	  143 			 Lost
	  207 		  101 	  100 	    1 			 Lost
	  208 		  157 	  100 	   46 			 Lost
	  209 		   60 	   19 	   25 			 Eaten
	  210 		   78 	    0 	   59 			 Eaten
	  211 		  544 	  100 	  217 			 Lost
	  212 		  271 	  100 	   31 			 Lost
	  213 		   21 	    0 	   21 			 Eaten
	  214 		  101 	   31 	   41 			 Eaten
	  215 		   21 	    0 	   21 			 Eaten
	  216 		  540 	  100 	  220 			 Lost
	  217 		  168 	  100 	   31 			 Lost
	  218 		   78 	   23 	   26 			 Eaten
	  219 		  140 	  100 	   40 			 Lost
	  220 		   44 	    0 	   34 			 Eaten
	  221 		  356 	  100 	   83 			 Lost
	  222 		  214 	  100 	   25 			 Lost
	  223 		  182 	  100 	   46 			 Lost
	  224 		   62 	   23 	   26 			 Eaten
	  225 		  114 	    6 	   76 			 Eaten
	  226 		  134 	    3 	   88 			 Eaten
	  227 		  837 	  100 	  223 			 Lost
	  228 		  630 	  100 	  227 			 Lost
	  229 		  166 	  100 	   51 			 Lost
	  230 		  214 	  100 	   41 			 Lost
	  231 		   98 	    5 	   63 			 Eaten
	  232 		  366 	  100 	   44 			 Lost
	  233 		  194 	   25 	   72 			 Eaten
	  234 		  157 	  100 	   46 			 Lost
	  235 		   93 	    0 	   82 			 Eaten
	  236 		   43 	    0 	   43 			 Eaten
	  237 		  318 	  100 	   47 			 Lost
	  238 		  133 	    0 	   97 			 Eaten
	  239 		  516 	  100 	  202 			 Lost
	  240 		   87 	    4 	   80 			 Eaten
	  241 		  125 	  100 	   23 			 Lost
	  242 		  679 	  100 	  167 			 Lost
	  243 		   92 	    0 	   60 			 Eaten
	  244 		  157 	  100 	   46 			 Lost
	  245 		  278 	  100 	  126 			 Lost
	  246 		   56 	   23 	   23 			 Eaten
	  247 		   86 	    0 	   70 			 Eaten
	  248 		  650 	  100 	  198 			 Lost
	  249 		  211 	    9 	  135 			 Eaten
	  250 		  101 	  100 	    1 			 Lost
Session ended at: Monday, March 13, 2017 17:00:34

